"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_CasaCelos" "Cervantes_Tratos" "Cervantes_Urdemalas" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"vive" 0.0316005688102386 0 0.0108026358431457 0.135777325186694 0.0138773244518457 0.0809825887434202 0.0136920654480728 0.0126968004062976 0.00634236062662523 0.0557324840764331 0.00661988613795843 0 0 0.0325662179765523 0 0.0208899101733863 0.00957029380801991
"campo" 0 0.00668493883280968 0 0.0254582484725051 0 0.0134970981239034 0 0.00634840020314881 0.152216655039006 0.00796178343949045 0 0.178448867536033 0.0459189530478705 0.0434216239687364 0 0 0.00957029380801991
"cielos" 0.0474008532153579 0.0133698776656194 0 0.118805159538357 0.0624479600333056 0.0404912943717101 0.0273841308961457 0.0190452006094464 0.0317118031331262 0 0 0 0 0.0108554059921841 0 0.00696330339112875 0.0287108814240597
"cuál" 0.0316005688102386 0.0668493883280968 0 0.00848608282416836 0 0.020245647185855 0.0342301636201821 0.0126968004062976 0.0761083275195028 0.0318471337579618 0 0.0137268359643102 0 0.0325662179765523 0 0.0417798203467725 0.0287108814240597
"delante" 0.0395007110127982 0.0401096329968581 0.0324079075294372 0.0254582484725051 0.00693866222592284 0.0337427453097584 0.0273841308961457 0.0253936008125952 0.0126847212532505 0.0398089171974522 0.0397193168277506 0.0137268359643102 0.0459189530478705 0.0325662179765523 0.00908843042806507 0 0.00957029380801991
"dioses" 0.292305261494707 0.0133698776656194 0 0 0.0208159866777685 0 0 0 0 0.0557324840764331 0.00661988613795843 0 0 0.0434216239687364 0 0 0
"mando" 0.0158002844051193 0.0267397553312387 0 0.00848608282416836 0.0208159866777685 0.0134970981239034 0.00684603272403642 0 0 0.0955414012738854 0.145637495035085 0.0274536719286205 0.0229594765239353 0.0108554059921841 0 0.00696330339112875 0.00957029380801991
"mientras" 0.0158002844051193 0 0.0432105433725829 0.0254582484725051 0.0416319733555371 0.0404912943717101 0.0342301636201821 0.00634840020314881 0.00634236062662523 0.00796178343949045 0.0132397722759169 0 0.0114797382619676 0.0868432479374729 0.0363537217122603 0.0487431237379013 0.0287108814240597
"pedro" 0 0.0267397553312387 0.0108026358431457 0.0169721656483367 0.0138773244518457 0 0.0479222290682549 0.215845606907059 0.00634236062662523 0 0 0.0274536719286205 0 0 0 0 0.00957029380801991
"sombra" 0.0158002844051193 0.00668493883280968 0.0216052716862915 0.0254582484725051 0.0971412711629198 0.0472398434336618 0.0136920654480728 0.0253936008125952 0.00634236062662523 0.0159235668789809 0.0264795445518337 0.0137268359643102 0.0688784295718058 0.0217108119843682 0 0.00696330339112875 0.0191405876160398
"alegre" 0.0158002844051193 0 0 0.0254582484725051 0.0693866222592284 0.0134970981239034 0.0273841308961457 0.031742001015744 0.0443965243863766 0.00796178343949045 0.0198596584138753 0 0.0459189530478705 0.0325662179765523 0.00908843042806507 0.0417798203467725 0.0191405876160398
"almas" 0.00790014220255965 0.020054816498429 0 0.0594025797691785 0.131834582292534 0 0.0410761963442185 0.0380904012188928 0.0126847212532505 0 0.00661988613795843 0 0 0.0217108119843682 0.00908843042806507 0.0208899101733863 0.0191405876160398
"favor" 0.0395007110127982 0.0267397553312387 0.0216052716862915 0.00848608282416836 0 0.0269941962478067 0.0273841308961457 0.0126968004062976 0.0317118031331262 0.0477707006369427 0.0264795445518337 0.0137268359643102 0 0.0651324359531046 0.0181768608561301 0.027853213564515 0.0287108814240597
"hablar" 0.0158002844051193 0.020054816498429 0.0432105433725829 0 0 0.0269941962478067 0.0273841308961457 0.0444388014220416 0.00634236062662523 0.0875796178343949 0.0264795445518337 0.0549073438572409 0.0344392147859029 0.0434216239687364 0 0.00696330339112875 0.00957029380801991
"ira" 0 0.0401096329968581 0.0324079075294372 0.0339443312966735 0.00693866222592284 0.020245647185855 0.0136920654480728 0 0.0317118031331262 0.0557324840764331 0.0728187475175427 0.0823610157858614 0.0114797382619676 0 0 0.0139266067822575 0.0191405876160398
"otras" 0.00790014220255965 0.0267397553312387 0.0324079075294372 0.0424304141208418 0.00693866222592284 0.0337427453097584 0.0136920654480728 0.0634840020314881 0.0380541637597514 0.0318471337579618 0 0.0274536719286205 0.0114797382619676 0.0325662179765523 0.0272652912841952 0.0208899101733863 0
"paso" 0.0395007110127982 0.00668493883280968 0.0324079075294372 0 0.00693866222592284 0.0742340396814685 0.0410761963442185 0.031742001015744 0.0697659668928775 0.00796178343949045 0 0.0411805078929307 0 0.0108554059921841 0.00908843042806507 0.00696330339112875 0.0287108814240597
"sabe" 0.0158002844051193 0.0267397553312387 0 0.0169721656483367 0.0346933111296142 0.0472398434336618 0.0410761963442185 0.0444388014220416 0.0253694425065009 0.0238853503184713 0.0198596584138753 0 0.0229594765239353 0.0325662179765523 0.00908843042806507 0 0.0382811752320796
"ama" 0 0.0334246941640484 0.0432105433725829 0.0763747454175153 0 0 0.0479222290682549 0.00634840020314881 0 0.0318471337579618 0.0794386336555011 0 0.0229594765239353 0.0108554059921841 0 0.0208899101733863 0.0382811752320796
"das" 0.00790014220255965 0.020054816498429 0.0432105433725829 0.0169721656483367 0.0138773244518457 0.0134970981239034 0.0136920654480728 0.0253936008125952 0.0443965243863766 0.0477707006369427 0.046339202965709 0.0137268359643102 0 0.0108554059921841 0.00908843042806507 0.00696330339112875 0.0765623504641593
"dicho" 0.0237004266076789 0.020054816498429 0 0 0 0.0404912943717101 0.0616142945163278 0.0634840020314881 0.0317118031331262 0.0636942675159236 0.0330994306897921 0 0 0 0.00908843042806507 0.0139266067822575 0
"espero" 0.0237004266076789 0.0334246941640484 0.0216052716862915 0 0 0.020245647185855 0.0479222290682549 0.0126968004062976 0.0570812456396271 0.0159235668789809 0.0132397722759169 0 0 0.0108554059921841 0.0999727347087158 0.00696330339112875 0.0382811752320796
"hizo" 0 0.00668493883280968 0.0864210867451658 0.0339443312966735 0.0138773244518457 0.0742340396814685 0.0136920654480728 0.0126968004062976 0.0380541637597514 0.0398089171974522 0.0198596584138753 0.0137268359643102 0.0344392147859029 0 0.0181768608561301 0 0.0191405876160398
"lágrimas" 0.0158002844051193 0.0534795106624774 0 0.0509164969450102 0.0832639467110741 0.00674854906195168 0.0410761963442185 0.00634840020314881 0.0190270818798757 0.00796178343949045 0 0.0137268359643102 0.0114797382619676 0.0434216239687364 0 0.0139266067822575 0.0382811752320796
"saber" 0.00790014220255965 0.0334246941640484 0.0108026358431457 0 0.0346933111296142 0.0404912943717101 0.0547682617922914 0.0253936008125952 0.0190270818798757 0.0318471337579618 0.046339202965709 0.0274536719286205 0 0.0108554059921841 0.00908843042806507 0.0139266067822575 0.0191405876160398
"amada" 0.0237004266076789 0.0267397553312387 0 0 0 0.0269941962478067 0.0410761963442185 0 0.0253694425065009 0.0238853503184713 0.0397193168277506 0.0137268359643102 0.0229594765239353 0.0325662179765523 0.0363537217122603 0.0696330339112875 0.00957029380801991
"aqueste" 0.00790014220255965 0 0 0.0254582484725051 0.0277546489036914 0.0472398434336618 0 0.0190452006094464 0.0190270818798757 0.0159235668789809 0.0264795445518337 0.109814687714482 0.0344392147859029 0.108554059921841 0.0181768608561301 0.00696330339112875 0
"consejo" 0.00790014220255965 0.0334246941640484 0.0216052716862915 0.0509164969450102 0.0138773244518457 0.00674854906195168 0.0273841308961457 0.0126968004062976 0.0443965243863766 0.0238853503184713 0.0330994306897921 0 0 0 0.0181768608561301 0.0696330339112875 0.00957029380801991
"divino" 0.0474008532153579 0 0 0.0254582484725051 0.0485706355814599 0.0269941962478067 0.00684603272403642 0.00634840020314881 0.0507388850130018 0.0238853503184713 0 0.0274536719286205 0 0.0434216239687364 0.0181768608561301 0.0696330339112875 0
"don" 0 0.0467945718296678 0.118828994274603 0.0509164969450102 0.0208159866777685 0 0.0547682617922914 0 0 0.0159235668789809 0.0198596584138753 0.109814687714482 0.0114797382619676 0.0217108119843682 0 0 0
"maldad" 0 0.0401096329968581 0.0108026358431457 0 0 0.0134970981239034 0.0273841308961457 0 0.0253694425065009 0.0796178343949045 0.0595789752416258 0.0411805078929307 0 0.0108554059921841 0.0545305825683904 0.027853213564515 0.00957029380801991
"nuestras" 0.0237004266076789 0.0869042048265258 0 0.0169721656483367 0.0485706355814599 0.0337427453097584 0.00684603272403642 0.00634840020314881 0.0190270818798757 0 0.00661988613795843 0.0274536719286205 0.0114797382619676 0.0217108119843682 0.0545305825683904 0.0208899101733863 0.00957029380801991
"à" 0 0 0 0 0 0 0 0 0 0 0.330994306897921 0 0 0 0 0 0
"adonde" 0.0316005688102386 0.020054816498429 0 0 0.00693866222592284 0.0404912943717101 0.0479222290682549 0.0253936008125952 0.0380541637597514 0.0238853503184713 0.0132397722759169 0.0137268359643102 0.0229594765239353 0.0217108119843682 0.0272652912841952 0.0348165169556438 0.00957029380801991
"cuya" 0.0158002844051193 0.0534795106624774 0 0.0424304141208418 0.0485706355814599 0.00674854906195168 0.0342301636201821 0.00634840020314881 0.0190270818798757 0.0159235668789809 0 0.0549073438572409 0.0688784295718058 0.0217108119843682 0 0.0208899101733863 0.00957029380801991
"hijos" 0.0474008532153579 0.0133698776656194 0.0108026358431457 0.169721656483367 0.0902026089369969 0.00674854906195168 0.0136920654480728 0 0.00634236062662523 0.00796178343949045 0.00661988613795843 0 0.0114797382619676 0 0 0.00696330339112875 0
"lleva" 0.0632011376204772 0.020054816498429 0 0.0424304141208418 0.0138773244518457 0.0337427453097584 0.0205380981721093 0.0507872016251905 0.0126847212532505 0.0398089171974522 0.0132397722759169 0 0 0.0108554059921841 0.0363537217122603 0 0.0191405876160398
"manera" 0.0711012798230368 0.0334246941640484 0.0108026358431457 0 0.0208159866777685 0.0269941962478067 0.0205380981721093 0.0253936008125952 0.0317118031331262 0.0238853503184713 0.00661988613795843 0 0.0114797382619676 0 0.0727074434245206 0.0139266067822575 0.00957029380801991
"nuevo" 0.0395007110127982 0.0467945718296678 0.0216052716862915 0.00848608282416836 0.00693866222592284 0.0674854906195168 0.0342301636201821 0.0126968004062976 0.0190270818798757 0 0.0529590891036674 0 0 0 0.00908843042806507 0.0139266067822575 0.0287108814240597
"obras" 0 0.0401096329968581 0.0108026358431457 0.0339443312966735 0.0555092978073827 0.020245647185855 0.0547682617922914 0.00634840020314881 0.0317118031331262 0.0159235668789809 0.0132397722759169 0 0 0 0.0363537217122603 0.0348165169556438 0.00957029380801991
"pudo" 0.0632011376204772 0.0133698776656194 0.0324079075294372 0.0339443312966735 0.00693866222592284 0.020245647185855 0.0136920654480728 0.00634840020314881 0.0317118031331262 0.0238853503184713 0.0198596584138753 0.0411805078929307 0.0344392147859029 0.0108554059921841 0.0363537217122603 0 0.0382811752320796
"roma" 0 0.00668493883280968 0.0324079075294372 0 0 0.0134970981239034 0 0.00634840020314881 0 0 0 0.494166094715168 0.0229594765239353 0 0 0 0.0478514690400995
"tienen" 0 0.0735343271609065 0.0108026358431457 0.0169721656483367 0.0346933111296142 0.0337427453097584 0.0547682617922914 0.0126968004062976 0.0126847212532505 0.00796178343949045 0.0198596584138753 0 0.0114797382619676 0.0108554059921841 0.0181768608561301 0.0348165169556438 0.00957029380801991
"tuya" 0.0158002844051193 0.0267397553312387 0.0216052716862915 0.093346911065852 0.0624479600333056 0 0 0.0126968004062976 0.0126847212532505 0.0238853503184713 0.0132397722759169 0 0.0229594765239353 0 0.0272652912841952 0.0208899101733863 0.0478514690400995
"ven" 0.0158002844051193 0.00668493883280968 0.0216052716862915 0.00848608282416836 0.00693866222592284 0.0674854906195168 0.0479222290682549 0.0507872016251905 0.0253694425065009 0 0.00661988613795843 0 0 0.0108554059921841 0 0.0139266067822575 0.0957029380801991
"aquesto" 0 0 0 0 0 0.0404912943717101 0 0.0698324022346369 0.0253694425065009 0.00796178343949045 0.0330994306897921 0.0549073438572409 0.091837906095741 0.0759878419452888 0.0272652912841952 0 0
"culpa" 0.0553009954179175 0.0334246941640484 0.0216052716862915 0.0594025797691785 0 0.0134970981239034 0.0547682617922914 0.00634840020314881 0.00634236062662523 0.0477707006369427 0.0132397722759169 0 0 0.0217108119843682 0.0181768608561301 0.0208899101733863 0.00957029380801991
"dan" 0.00790014220255965 0.0267397553312387 0.0432105433725829 0.0678886625933469 0.0277546489036914 0.0134970981239034 0.0479222290682549 0.0507872016251905 0.00634236062662523 0.00796178343949045 0.00661988613795843 0 0.0229594765239353 0.0108554059921841 0.00908843042806507 0.0208899101733863 0.00957029380801991
"dentro" 0.0237004266076789 0.020054816498429 0.0864210867451658 0 0.0346933111296142 0.0269941962478067 0.0205380981721093 0.0190452006094464 0.0190270818798757 0.0159235668789809 0.00661988613795843 0.0411805078929307 0 0.0217108119843682 0.0272652912841952 0.0208899101733863 0.0287108814240597
"dijo" 0.0158002844051193 0.0467945718296678 0.0324079075294372 0 0.00693866222592284 0.0269941962478067 0 0.0444388014220416 0.0443965243863766 0.0477707006369427 0 0.0411805078929307 0 0.0108554059921841 0.00908843042806507 0.0417798203467725 0.00957029380801991
"espíritu" 0.00790014220255965 0.0133698776656194 0.0216052716862915 0.0763747454175153 0.0693866222592284 0.020245647185855 0.0136920654480728 0.00634840020314881 0.0190270818798757 0.0159235668789809 0 0.0274536719286205 0.0229594765239353 0.0217108119843682 0 0.0417798203467725 0.0191405876160398
"gozo" 0.0316005688102386 0.020054816498429 0 0.0169721656483367 0.0277546489036914 0 0.00684603272403642 0 0.00634236062662523 0 0 0 0 0 0.0363537217122603 0.0905229440846738 0.162694994736338
"haya" 0.0158002844051193 0.0133698776656194 0.0540131792157286 0 0.0485706355814599 0.0674854906195168 0 0.0253936008125952 0.0126847212532505 0.0159235668789809 0 0.0549073438572409 0 0.0325662179765523 0.0272652912841952 0.0348165169556438 0
"haz" 0.0237004266076789 0 0.0432105433725829 0.00848608282416836 0.00693866222592284 0.0269941962478067 0.00684603272403642 0.0698324022346369 0.0317118031331262 0.0159235668789809 0.046339202965709 0.0137268359643102 0.0344392147859029 0 0.00908843042806507 0.0139266067822575 0.0287108814240597
"intención" 0.0237004266076789 0.020054816498429 0.0108026358431457 0.0169721656483367 0 0.0472398434336618 0.0342301636201821 0.031742001015744 0.0634236062662523 0.00796178343949045 0 0.0274536719286205 0.0114797382619676 0 0.0454421521403254 0.0139266067822575 0.0191405876160398
"príncipe" 0.0632011376204772 0.00668493883280968 0 0.10183299389002 0 0 0 0.0126968004062976 0.0126847212532505 0 0 0 0.0229594765239353 0 0.136326456420976 0.0487431237379013 0
"quede" 0.0158002844051193 0.0267397553312387 0 0.0169721656483367 0 0.020245647185855 0.0205380981721093 0.0190452006094464 0.0190270818798757 0.00796178343949045 0.0330994306897921 0.0411805078929307 0.0229594765239353 0.0434216239687364 0.0272652912841952 0.027853213564515 0.0669920566561393
"silvia" 0 0 0 0 0 0 0.335455603477785 0 0 0 0 0 0 0 0 0 0
"uno" 0 0.020054816498429 0.0324079075294372 0.0254582484725051 0.0138773244518457 0.0404912943717101 0.0342301636201821 0.0380904012188928 0.0253694425065009 0.0159235668789809 0 0.0137268359643102 0 0.0434216239687364 0.0272652912841952 0.00696330339112875 0.0574217628481194
"vengo" 0 0.0267397553312387 0 0.0254582484725051 0 0 0 0.0253936008125952 0.0190270818798757 0.119426751592357 0.0595789752416258 0.0274536719286205 0 0.0325662179765523 0.0454421521403254 0.00696330339112875 0
"días" 0.0158002844051193 0 0.0216052716862915 0.0424304141208418 0.0208159866777685 0.0337427453097584 0.0547682617922914 0.0190452006094464 0.0443965243863766 0.0159235668789809 0 0 0.0459189530478705 0.0108554059921841 0.0181768608561301 0.0208899101733863 0.00957029380801991
"justa" 0.00790014220255965 0.0401096329968581 0.0108026358431457 0.0594025797691785 0.0138773244518457 0.0134970981239034 0.0205380981721093 0.0380904012188928 0.0317118031331262 0.00796178343949045 0.0198596584138753 0.0137268359643102 0 0.0434216239687364 0.0181768608561301 0.0208899101733863 0.00957029380801991
"ofrece" 0.0237004266076789 0.0133698776656194 0 0 0.00693866222592284 0.0134970981239034 0.0479222290682549 0.0507872016251905 0.00634236062662523 0 0.00661988613795843 0.0274536719286205 0 0.0542770299609205 0.0727074434245206 0.027853213564515 0.0382811752320796
"padres" 0.0711012798230368 0.0869042048265258 0.0216052716862915 0.0763747454175153 0 0.00674854906195168 0.0136920654480728 0.0126968004062976 0.00634236062662523 0.0159235668789809 0.00661988613795843 0 0.0114797382619676 0 0 0.0208899101733863 0.0191405876160398
"quel" 0 0 0 0.00848608282416836 0.0346933111296142 0 0.0136920654480728 0 0 0 0.264795445518337 0 0 0 0 0 0
"voces" 0.0553009954179175 0.100274082492145 0.0432105433725829 0.0169721656483367 0.0138773244518457 0.0337427453097584 0.00684603272403642 0.00634840020314881 0.0126847212532505 0.0159235668789809 0 0.0411805078929307 0 0 0.0181768608561301 0.00696330339112875 0.00957029380801991
"vuestros" 0.0395007110127982 0.0334246941640484 0.0108026358431457 0.0254582484725051 0.0208159866777685 0.020245647185855 0.0136920654480728 0.0380904012188928 0.0697659668928775 0.00796178343949045 0.00661988613795843 0.0137268359643102 0 0.0108554059921841 0.0181768608561301 0.0139266067822575 0.00957029380801991
"clara" 0 0.020054816498429 0.0648158150588744 0.0339443312966735 0.0208159866777685 0.0269941962478067 0.0136920654480728 0.0380904012188928 0.0317118031331262 0.0318471337579618 0.0132397722759169 0 0 0.0108554059921841 0.0363537217122603 0.00696330339112875 0.0191405876160398
"conmigo" 0.0237004266076789 0.0267397553312387 0.0108026358431457 0.0339443312966735 0 0.0337427453097584 0.0273841308961457 0.00634840020314881 0.0507388850130018 0 0 0 0.0114797382619676 0.0217108119843682 0.0636190129964555 0.0487431237379013 0
"cuidado" 0.0553009954179175 0.0334246941640484 0 0 0 0 0.0273841308961457 0.0126968004062976 0.0380541637597514 0.071656050955414 0 0.0137268359643102 0.0114797382619676 0.0325662179765523 0.0454421521403254 0.0208899101733863 0.00957029380801991
"darte" 0.0316005688102386 0.0133698776656194 0.0324079075294372 0 0 0 0.0136920654480728 0.0126968004062976 0.0380541637597514 0.0557324840764331 0.0529590891036674 0.0274536719286205 0.0229594765239353 0.0108554059921841 0 0.0208899101733863 0.0478514690400995
"dice" 0.0395007110127982 0.00668493883280968 0.0216052716862915 0 0.0138773244518457 0.0404912943717101 0.0616142945163278 0.0253936008125952 0.0380541637597514 0.0557324840764331 0 0.0274536719286205 0 0.0108554059921841 0.00908843042806507 0 0.00957029380801991
"dido" 0 0.00668493883280968 0.0108026358431457 0 0 0 0 0 0 0 0 0 0 0.488493269648285 0 0 0
"ellas" 0.00790014220255965 0.0334246941640484 0 0.0254582484725051 0.0138773244518457 0.0269941962478067 0 0.0190452006094464 0.0190270818798757 0.0318471337579618 0.00661988613795843 0.0274536719286205 0.0114797382619676 0.0542770299609205 0.0272652912841952 0.0208899101733863 0.0669920566561393
"hado" 0.00790014220255965 0.0133698776656194 0.0108026358431457 0.00848608282416836 0 0 0.0479222290682549 0 0 0.00796178343949045 0.0794386336555011 0.0274536719286205 0.0573986913098381 0.141120277898393 0 0.00696330339112875 0.00957029380801991
"miserable" 0.0158002844051193 0.0133698776656194 0 0 0.0208159866777685 0.020245647185855 0.0136920654480728 0 0.0190270818798757 0.0238853503184713 0.0198596584138753 0.0137268359643102 0.0459189530478705 0.108554059921841 0.0181768608561301 0.0487431237379013 0.0191405876160398
"pensamientos" 0.0711012798230368 0.0133698776656194 0.0108026358431457 0.0424304141208418 0.0832639467110741 0.00674854906195168 0.0136920654480728 0.0126968004062976 0.0126847212532505 0 0.0132397722759169 0 0.0114797382619676 0 0 0.0487431237379013 0.00957029380801991
"piedad" 0.0158002844051193 0.00668493883280968 0 0.0763747454175153 0.0624479600333056 0.00674854906195168 0 0 0 0.0557324840764331 0.0728187475175427 0.0686341798215511 0 0 0 0 0.0191405876160398
"poderoso" 0 0.0534795106624774 0 0.0169721656483367 0.0277546489036914 0.00674854906195168 0.00684603272403642 0 0.0190270818798757 0.00796178343949045 0.0728187475175427 0.0274536719286205 0.0229594765239353 0.0108554059921841 0.00908843042806507 0.0626697305201588 0.00957029380801991
"querer" 0.0158002844051193 0.0133698776656194 0.0216052716862915 0.00848608282416836 0.00693866222592284 0.0269941962478067 0.0547682617922914 0.0253936008125952 0.0253694425065009 0.0398089171974522 0.0132397722759169 0.0411805078929307 0.0114797382619676 0.0217108119843682 0.0272652912841952 0.0139266067822575 0.00957029380801991
"trabajo" 0.00790014220255965 0.0133698776656194 0.0108026358431457 0.0254582484725051 0 0.0337427453097584 0.0410761963442185 0.0380904012188928 0.101477770026004 0.00796178343949045 0 0.0137268359643102 0.0114797382619676 0.0217108119843682 0.0181768608561301 0 0
"trae" 0 0 0 0.0254582484725051 0.0902026089369969 0.0337427453097584 0.0273841308961457 0.0126968004062976 0.0126847212532505 0.0477707006369427 0.0264795445518337 0 0.0229594765239353 0 0.0272652912841952 0.0208899101733863 0
"entiendo" 0.0395007110127982 0.00668493883280968 0 0.0169721656483367 0 0.0269941962478067 0.0136920654480728 0.0190452006094464 0.0253694425065009 0.0398089171974522 0.0397193168277506 0.0411805078929307 0 0.0325662179765523 0 0.0348165169556438 0.0287108814240597
"licencia" 0 0.020054816498429 0.0216052716862915 0.0424304141208418 0 0.0269941962478067 0 0.0126968004062976 0.0190270818798757 0.0557324840764331 0.0397193168277506 0.0823610157858614 0 0.0325662179765523 0.0181768608561301 0.0208899101733863 0
"mortal" 0.00790014220255965 0.00668493883280968 0 0.0339443312966735 0.0555092978073827 0.0134970981239034 0.0273841308961457 0.00634840020314881 0.0317118031331262 0.0159235668789809 0.0264795445518337 0.0137268359643102 0 0.0108554059921841 0.0181768608561301 0.027853213564515 0.0574217628481194
"nueva" 0.00790014220255965 0.0267397553312387 0 0 0.0208159866777685 0.0337427453097584 0.0410761963442185 0.0380904012188928 0.0380541637597514 0.0159235668789809 0.0132397722759169 0 0 0.0542770299609205 0.0272652912841952 0.0139266067822575 0.00957029380801991
"pienso" 0.0316005688102386 0.020054816498429 0.0432105433725829 0 0.00693866222592284 0.020245647185855 0.0410761963442185 0.031742001015744 0.0380541637597514 0 0.0132397722759169 0.0137268359643102 0 0.0217108119843682 0.0454421521403254 0.0139266067822575 0.0191405876160398
"pobre" 0.0158002844051193 0.00668493883280968 0.0324079075294372 0.0169721656483367 0.00693866222592284 0.0472398434336618 0.0684603272403642 0.031742001015744 0.00634236062662523 0.0477707006369427 0.00661988613795843 0 0.0114797382619676 0.0108554059921841 0.0272652912841952 0.00696330339112875 0.00957029380801991
"salir" 0.0316005688102386 0.0534795106624774 0 0.00848608282416836 0.00693866222592284 0 0.0547682617922914 0.00634840020314881 0.0380541637597514 0.00796178343949045 0.0132397722759169 0 0.0688784295718058 0 0.0272652912841952 0.0139266067822575 0.0287108814240597
"sentido" 0 0.0334246941640484 0.0108026358431457 0.0169721656483367 0.0346933111296142 0.00674854906195168 0.0136920654480728 0.0190452006094464 0.0380541637597514 0.0318471337579618 0.0397193168277506 0.0274536719286205 0.0229594765239353 0.0325662179765523 0.00908843042806507 0.00696330339112875 0.0191405876160398
"tormento" 0.00790014220255965 0.00668493883280968 0.0108026358431457 0 0.0208159866777685 0.0269941962478067 0.0479222290682549 0 0.0126847212532505 0.0318471337579618 0.0264795445518337 0 0.0459189530478705 0.0217108119843682 0.0272652912841952 0.0417798203467725 0.0382811752320796
"esos" 0.0316005688102386 0.0267397553312387 0.0108026358431457 0.093346911065852 0.0138773244518457 0.00674854906195168 0.00684603272403642 0.0190452006094464 0 0.0238853503184713 0 0 0 0.0108554059921841 0.0272652912841952 0.0208899101733863 0.0765623504641593
"infierno" 0.0158002844051193 0 0 0.00848608282416836 0.0485706355814599 0.0269941962478067 0.0205380981721093 0.00634840020314881 0.0190270818798757 0.0318471337579618 0.0132397722759169 0 0 0.0108554059921841 0 0.0139266067822575 0.143554407120299
"males" 0.0316005688102386 0.0534795106624774 0 0.0509164969450102 0.0208159866777685 0.0472398434336618 0.0205380981721093 0.00634840020314881 0.0126847212532505 0.0159235668789809 0.0198596584138753 0 0.0114797382619676 0 0.0181768608561301 0.00696330339112875 0.0191405876160398
"podrá" 0.0395007110127982 0.020054816498429 0 0.00848608282416836 0.00693866222592284 0.0404912943717101 0.0205380981721093 0.0190452006094464 0.0317118031331262 0.0159235668789809 0 0.0137268359643102 0 0.0217108119843682 0.0272652912841952 0.0417798203467725 0.0382811752320796
"reyno" 0 0 0 0 0 0 0 0 0 0 0.284655103932212 0 0.0229594765239353 0 0 0 0
"santo" 0 0.020054816498429 0 0.0169721656483367 0 0.00674854906195168 0.0753063599644006 0.0126968004062976 0.082450688146128 0 0.00661988613795843 0 0.0803581678337734 0.0217108119843682 0 0.0208899101733863 0
"veis" 0.0237004266076789 0.00668493883280968 0.0216052716862915 0.0254582484725051 0.0277546489036914 0.0134970981239034 0.00684603272403642 0 0.0507388850130018 0.00796178343949045 0 0.0274536719286205 0 0.0651324359531046 0.0545305825683904 0.00696330339112875 0.0478514690400995
"veras" 0.00790014220255965 0.0133698776656194 0.0648158150588744 0.0169721656483367 0.00693866222592284 0.00674854906195168 0.0136920654480728 0.0190452006094464 0.00634236062662523 0 0.0264795445518337 0 0 0.0217108119843682 0.0908843042806507 0.0417798203467725 0.0382811752320796
"aún" 0 0.0133698776656194 0 0.0254582484725051 0.00693866222592284 0.0269941962478067 0.00684603272403642 0.0190452006094464 0.0443965243863766 0.071656050955414 0 0.0274536719286205 0 0.0434216239687364 0.0454421521403254 0.0208899101733863 0
"boca" 0.0395007110127982 0.0267397553312387 0.0324079075294372 0.0169721656483367 0.00693866222592284 0.0404912943717101 0.0205380981721093 0.0126968004062976 0.0126847212532505 0.0159235668789809 0 0 0.0114797382619676 0 0.0545305825683904 0.0348165169556438 0.0191405876160398
"contrario" 0.00790014220255965 0.0334246941640484 0.0540131792157286 0 0 0.0134970981239034 0.0136920654480728 0.00634840020314881 0.00634236062662523 0.0238853503184713 0.0132397722759169 0.0549073438572409 0.103317644357709 0.0434216239687364 0.0181768608561301 0.0208899101733863 0
"desventura" 0.00790014220255965 0.020054816498429 0.0108026358431457 0.0254582484725051 0.0138773244518457 0.0472398434336618 0.0273841308961457 0.0126968004062976 0.0317118031331262 0 0.046339202965709 0.0274536719286205 0 0 0.0272652912841952 0.0208899101733863 0.00957029380801991
"dicen" 0.0158002844051193 0.0267397553312387 0.0216052716862915 0.00848608282416836 0.0277546489036914 0.020245647185855 0.0616142945163278 0.0571356018283393 0.0443965243863766 0.00796178343949045 0 0 0 0.0108554059921841 0 0 0.00957029380801991
"esas" 0.0553009954179175 0.00668493883280968 0 0.0169721656483367 0.0208159866777685 0.00674854906195168 0.0205380981721093 0.031742001015744 0.0253694425065009 0.0398089171974522 0 0 0 0 0.00908843042806507 0.00696330339112875 0.105273231888219
"fuerzas" 0.0158002844051193 0.020054816498429 0.0540131792157286 0.0763747454175153 0.0138773244518457 0.0134970981239034 0.0136920654480728 0.0253936008125952 0.0253694425065009 0.0159235668789809 0 0 0 0.0325662179765523 0.0181768608561301 0.0208899101733863 0.00957029380801991
"llega" 0.0158002844051193 0.020054816498429 0.0324079075294372 0.0254582484725051 0.0208159866777685 0.0404912943717101 0.0205380981721093 0.0380904012188928 0.0317118031331262 0 0.00661988613795843 0.0137268359643102 0.0344392147859029 0 0.0181768608561301 0 0.0287108814240597
"tarde" 0.0158002844051193 0.0267397553312387 0.0648158150588744 0.00848608282416836 0 0.0134970981239034 0.00684603272403642 0.0380904012188928 0.0380541637597514 0.00796178343949045 0 0 0.0459189530478705 0.0108554059921841 0.00908843042806507 0.0208899101733863 0.0574217628481194
