"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_CasaCelos" "Cervantes_GallardoEspanol" "Cervantes_Urdemalas" "Duda_Jerusalem" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano"
"rico" 0.00790014220255965 0.00668493883280968 0.0432105433725829 0.00848608282416836 0.0208159866777685 0.0337427453097584 0.0180820927008619 0.0380904012188928 0.0190270818798757 0.0238853503184713 0 0 0.0114797382619676 0 0.0181768608561301 0.0487431237379013 0.0382811752320796
"salir" 0.0316005688102386 0.0534795106624774 0 0.00848608282416836 0.00693866222592284 0 0.0361641854017238 0.00634840020314881 0.0380541637597514 0.00796178343949045 0.0132397722759169 0 0.0688784295718058 0 0.0272652912841952 0.0139266067822575 0.0287108814240597
"tienen" 0 0.0735343271609065 0.0108026358431457 0.0169721656483367 0.0346933111296142 0.0337427453097584 0.0120547284672413 0.0126968004062976 0.0126847212532505 0.00796178343949045 0.0198596584138753 0 0.0114797382619676 0.0108554059921841 0.0181768608561301 0.0348165169556438 0.00957029380801991
"cabeza" 0.0948017064307158 0.0467945718296678 0.0432105433725829 0.0339443312966735 0.0138773244518457 0.0134970981239034 0.0120547284672413 0.0126968004062976 0.0126847212532505 0 0 0.0274536719286205 0 0.0108554059921841 0.0181768608561301 0 0.00957029380801991
"diga" 0 0.020054816498429 0.0216052716862915 0 0.00693866222592284 0.0134970981239034 0.0421915496353445 0.031742001015744 0.0190270818798757 0.0318471337579618 0.0132397722759169 0.0686341798215511 0.0229594765239353 0.0217108119843682 0.0272652912841952 0 0.0191405876160398
"honor" 0 0.0133698776656194 0.0108026358431457 0 0 0.0337427453097584 0.0241094569344826 0.00634840020314881 0.0126847212532505 0.0636942675159236 0.00661988613795843 0.0549073438572409 0 0.0108554059921841 0.0727074434245206 0.0348165169556438 0.00957029380801991
"infierno" 0.0158002844051193 0 0 0.00848608282416836 0.0485706355814599 0.0269941962478067 0.00602736423362064 0.00634840020314881 0.0190270818798757 0.0318471337579618 0.0132397722759169 0 0 0.0108554059921841 0 0.0139266067822575 0.143554407120299
"males" 0.0316005688102386 0.0534795106624774 0 0.0509164969450102 0.0208159866777685 0.0472398434336618 0.00602736423362064 0.00634840020314881 0.0126847212532505 0.0159235668789809 0.0198596584138753 0 0.0114797382619676 0 0.0181768608561301 0.00696330339112875 0.0191405876160398
"mañana" 0 0.020054816498429 0.0324079075294372 0 0 0.020245647185855 0.0241094569344826 0.0253936008125952 0.0253694425065009 0 0.0198596584138753 0 0.0344392147859029 0.0325662179765523 0.0181768608561301 0.0417798203467725 0.0478514690400995
"obras" 0 0.0401096329968581 0.0108026358431457 0.0339443312966735 0.0555092978073827 0.020245647185855 0.00602736423362064 0.00634840020314881 0.0317118031331262 0.0159235668789809 0.0132397722759169 0 0 0 0.0363537217122603 0.0348165169556438 0.00957029380801991
"princesa" 0.0158002844051193 0 0 0 0 0 0 0.00634840020314881 0 0 0.198596584138753 0 0 0 0.0908843042806507 0 0
"temo" 0.0237004266076789 0.0601644494952871 0.0216052716862915 0.0678886625933469 0 0 0.00602736423362064 0.0190452006094464 0.0190270818798757 0.0238853503184713 0.0198596584138753 0.0274536719286205 0.0344392147859029 0.0108554059921841 0.00908843042806507 0.00696330339112875 0
"trabajo" 0.00790014220255965 0.0133698776656194 0.0108026358431457 0.0254582484725051 0 0.0337427453097584 0.0120547284672413 0.0380904012188928 0.101477770026004 0.00796178343949045 0 0.0137268359643102 0.0114797382619676 0.0217108119843682 0.0181768608561301 0 0
"venir" 0.00790014220255965 0.020054816498429 0.0108026358431457 0.00848608282416836 0.0346933111296142 0.0134970981239034 0.0421915496353445 0.00634840020314881 0.0126847212532505 0.0477707006369427 0.0132397722759169 0.0411805078929307 0.0114797382619676 0.0108554059921841 0.0181768608561301 0.00696330339112875 0.0382811752320796
"boca" 0.0395007110127982 0.0267397553312387 0.0324079075294372 0.0169721656483367 0.00693866222592284 0.0404912943717101 0.00602736423362064 0.0126968004062976 0.0126847212532505 0.0159235668789809 0 0 0.0114797382619676 0 0.0545305825683904 0.0348165169556438 0.0191405876160398
"brazos" 0.0395007110127982 0.0267397553312387 0 0.0169721656483367 0 0.0472398434336618 0.0361641854017238 0.0190452006094464 0.0253694425065009 0 0 0.0274536719286205 0 0 0.0272652912841952 0.0208899101733863 0.0287108814240597
"dando" 0.0237004266076789 0.020054816498429 0.0324079075294372 0.00848608282416836 0.0138773244518457 0.020245647185855 0.0120547284672413 0 0.0190270818798757 0.0398089171974522 0.0595789752416258 0.0274536719286205 0.0114797382619676 0.0108554059921841 0.0181768608561301 0.00696330339112875 0.00957029380801991
"desto" 0.0474008532153579 0 0 0 0 0.0269941962478067 0.0482189138689651 0.0126968004062976 0 0.0955414012738854 0.046339202965709 0.0411805078929307 0 0 0 0 0
"ea" 0 0.00668493883280968 0.0756184509020201 0 0 0.0134970981239034 0.00602736423362064 0.0444388014220416 0.00634236062662523 0.00796178343949045 0.00661988613795843 0.0686341798215511 0.0114797382619676 0 0.109061165136781 0.00696330339112875 0.0191405876160398
"esas" 0.0553009954179175 0.00668493883280968 0 0.0169721656483367 0.0208159866777685 0.00674854906195168 0.00602736423362064 0.031742001015744 0.0253694425065009 0.0398089171974522 0 0 0 0 0.00908843042806507 0.00696330339112875 0.105273231888219
"fieras" 0.00790014220255965 0.020054816498429 0 0.0509164969450102 0.0624479600333056 0.00674854906195168 0.00602736423362064 0 0.00634236062662523 0.0159235668789809 0.00661988613795843 0.0274536719286205 0.0344392147859029 0.0108554059921841 0 0.0417798203467725 0.0478514690400995
"hado" 0.00790014220255965 0.0133698776656194 0.0108026358431457 0.00848608282416836 0 0 0.0120547284672413 0 0 0.00796178343949045 0.0794386336555011 0.0274536719286205 0.0573986913098381 0.141120277898393 0 0.00696330339112875 0.00957029380801991
"mortal" 0.00790014220255965 0.00668493883280968 0 0.0339443312966735 0.0555092978073827 0.0134970981239034 0 0.00634840020314881 0.0317118031331262 0.0159235668789809 0.0264795445518337 0.0137268359643102 0 0.0108554059921841 0.0181768608561301 0.027853213564515 0.0574217628481194
"muley" 0 0.280767430978007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nueva" 0.00790014220255965 0.0267397553312387 0 0 0.0208159866777685 0.0337427453097584 0.0120547284672413 0.0380904012188928 0.0380541637597514 0.0159235668789809 0.0132397722759169 0 0 0.0542770299609205 0.0272652912841952 0.0139266067822575 0.00957029380801991
"querer" 0.0158002844051193 0.0133698776656194 0.0216052716862915 0.00848608282416836 0.00693866222592284 0.0269941962478067 0.0180820927008619 0.0253936008125952 0.0253694425065009 0.0398089171974522 0.0132397722759169 0.0411805078929307 0.0114797382619676 0.0217108119843682 0.0272652912841952 0.0139266067822575 0.00957029380801991
"suele" 0.0158002844051193 0.0334246941640484 0 0.00848608282416836 0.0346933111296142 0.0269941962478067 0.0301368211681032 0.0126968004062976 0.0190270818798757 0.0238853503184713 0 0.0274536719286205 0.0344392147859029 0 0.0454421521403254 0 0.0191405876160398
"tantas" 0.0158002844051193 0.020054816498429 0.0216052716862915 0.0254582484725051 0.0277546489036914 0.0472398434336618 0.0120547284672413 0.031742001015744 0.0443965243863766 0 0 0.0137268359643102 0 0.0108554059921841 0.0181768608561301 0.00696330339112875 0.0191405876160398
"vuelve" 0.0158002844051193 0.0401096329968581 0 0.00848608282416836 0.0277546489036914 0.0742340396814685 0.0180820927008619 0.00634840020314881 0.0317118031331262 0.0238853503184713 0 0 0 0.0108554059921841 0.0363537217122603 0.00696330339112875 0
"clorinda" 0 0 0 0 0 0 0 0 0.260036785691634 0 0 0 0 0 0 0 0
"dará" 0.0237004266076789 0.0133698776656194 0.0432105433725829 0.0254582484725051 0.0485706355814599 0.00674854906195168 0.0120547284672413 0.0190452006094464 0.0126847212532505 0.00796178343949045 0 0.0686341798215511 0 0.0217108119843682 0.00908843042806507 0.0208899101733863 0.0191405876160398
"desventura" 0.00790014220255965 0.020054816498429 0.0108026358431457 0.0254582484725051 0.0138773244518457 0.0472398434336618 0.00602736423362064 0.0126968004062976 0.0317118031331262 0 0.046339202965709 0.0274536719286205 0 0 0.0272652912841952 0.0208899101733863 0.00957029380801991
"espanto" 0.0395007110127982 0.00668493883280968 0.0108026358431457 0.0169721656483367 0.0208159866777685 0.0269941962478067 0.0120547284672413 0.0190452006094464 0 0.0159235668789809 0.0264795445518337 0.0137268359643102 0.0114797382619676 0 0.00908843042806507 0.0348165169556438 0.0574217628481194
"guarda" 0.0474008532153579 0.00668493883280968 0 0.00848608282416836 0.0138773244518457 0.0269941962478067 0.0241094569344826 0.031742001015744 0.0380541637597514 0.0159235668789809 0.0330994306897921 0.0137268359643102 0 0.0108554059921841 0 0.00696330339112875 0.0191405876160398
"igual" 0.00790014220255965 0.00668493883280968 0 0.0169721656483367 0.00693866222592284 0.0539883924956134 0.00602736423362064 0.0190452006094464 0.0443965243863766 0.0159235668789809 0.0198596584138753 0.0274536719286205 0 0.0108554059921841 0.0363537217122603 0.0348165169556438 0
"palabras" 0.00790014220255965 0.0534795106624774 0.0108026358431457 0.0169721656483367 0.0138773244518457 0.020245647185855 0.0241094569344826 0.0126968004062976 0.0190270818798757 0 0 0 0.0229594765239353 0 0.0363537217122603 0.027853213564515 0.0478514690400995
"tancredo" 0 0 0 0 0 0 0 0 0.260036785691634 0 0 0 0 0 0 0 0
"venido" 0.0158002844051193 0 0.0108026358431457 0.0169721656483367 0.0138773244518457 0.0269941962478067 0.0241094569344826 0.00634840020314881 0.0190270818798757 0.0477707006369427 0.00661988613795843 0.0686341798215511 0.0229594765239353 0.0108554059921841 0.0181768608561301 0.0139266067822575 0.0287108814240597
"vidas" 0.0395007110127982 0.0334246941640484 0 0.0763747454175153 0.0416319733555371 0.00674854906195168 0.0180820927008619 0 0.0126847212532505 0.00796178343949045 0 0.0137268359643102 0.0114797382619676 0 0.00908843042806507 0.0417798203467725 0
"agua" 0 0.020054816498429 0.0108026358431457 0.0169721656483367 0.0208159866777685 0.020245647185855 0 0.031742001015744 0.0380541637597514 0.00796178343949045 0.00661988613795843 0 0 0.0434216239687364 0.0454421521403254 0.0139266067822575 0.0382811752320796
"alta" 0.0237004266076789 0.0133698776656194 0.0108026358431457 0.00848608282416836 0.0138773244518457 0 0 0.00634840020314881 0.0317118031331262 0.0238853503184713 0.0330994306897921 0.0274536719286205 0.0459189530478705 0 0.0363537217122603 0.0348165169556438 0.0191405876160398
"aqui" 0 0 0 0 0 0 0 0 0 0 0.258175559380379 0 0 0 0 0 0.00957029380801991
"arlaxa" 0 0 0 0 0 0 0.241094569344826 0 0 0 0 0 0 0 0 0 0
"basta" 0.00790014220255965 0.0267397553312387 0.0972237225883116 0.0169721656483367 0 0.0134970981239034 0.0120547284672413 0 0.0190270818798757 0 0 0.0274536719286205 0.0114797382619676 0.0108554059921841 0.0545305825683904 0.0139266067822575 0.0478514690400995
"días" 0.0158002844051193 0 0.0216052716862915 0.0424304141208418 0.0208159866777685 0.0337427453097584 0 0.0190452006094464 0.0443965243863766 0.0159235668789809 0 0 0.0459189530478705 0.0108554059921841 0.0181768608561301 0.0208899101733863 0.00957029380801991
"haber" 0.0158002844051193 0.00668493883280968 0.0324079075294372 0.0169721656483367 0.0416319733555371 0 0.0120547284672413 0.0253936008125952 0.00634236062662523 0.0159235668789809 0 0.0411805078929307 0 0.0217108119843682 0.0727074434245206 0.0208899101733863 0.00957029380801991
"juro" 0.0316005688102386 0.0267397553312387 0.0108026358431457 0.00848608282416836 0 0.0337427453097584 0.0241094569344826 0.00634840020314881 0 0.0159235668789809 0.0132397722759169 0.0274536719286205 0 0.0325662179765523 0.0181768608561301 0.027853213564515 0.0478514690400995
"oye" 0.0237004266076789 0.0401096329968581 0.0432105433725829 0.0339443312966735 0.0208159866777685 0 0.00602736423362064 0 0.0126847212532505 0.0557324840764331 0.0132397722759169 0.0137268359643102 0 0.0108554059921841 0.0363537217122603 0.00696330339112875 0.00957029380801991
"santa" 0 0.0133698776656194 0 0.0509164969450102 0 0 0.0120547284672413 0.0253936008125952 0.152216655039006 0 0 0 0 0 0.0181768608561301 0 0
"tormento" 0.00790014220255965 0.00668493883280968 0.0108026358431457 0 0.0208159866777685 0.0269941962478067 0.00602736423362064 0 0.0126847212532505 0.0318471337579618 0.0264795445518337 0 0.0459189530478705 0.0217108119843682 0.0272652912841952 0.0417798203467725 0.0382811752320796
"altos" 0.0474008532153579 0.0133698776656194 0.0108026358431457 0.0509164969450102 0.0485706355814599 0 0 0.0126968004062976 0.0126847212532505 0 0.0198596584138753 0 0 0.0108554059921841 0 0.05570642712903 0.00957029380801991
"aviso" 0.00790014220255965 0.0133698776656194 0.0108026358431457 0.0169721656483367 0.0208159866777685 0.0269941962478067 0.0120547284672413 0.00634840020314881 0.0190270818798757 0.0238853503184713 0.0198596584138753 0.0274536719286205 0 0 0.0454421521403254 0.0348165169556438 0.0191405876160398
"cerca" 0.0237004266076789 0.0133698776656194 0 0.00848608282416836 0.00693866222592284 0.0269941962478067 0.0241094569344826 0.0190452006094464 0.0761083275195028 0.0159235668789809 0 0.0274536719286205 0 0 0.0363537217122603 0 0.00957029380801991
"crueza" 0 0 0 0.127291242362525 0.0346933111296142 0 0 0 0 0.0557324840764331 0.0529590891036674 0.0549073438572409 0 0 0 0 0
"darme" 0.0158002844051193 0.0133698776656194 0.0108026358431457 0.00848608282416836 0.0208159866777685 0.00674854906195168 0.0301368211681032 0.0126968004062976 0.0317118031331262 0.0159235668789809 0.0264795445518337 0 0 0 0.0363537217122603 0.0139266067822575 0.0478514690400995
"dél" 0.00790014220255965 0 0 0.0509164969450102 0.0208159866777685 0.0337427453097584 0.066301006569827 0.0190452006094464 0 0.0557324840764331 0 0.0411805078929307 0 0 0 0 0
"descanso" 0.0158002844051193 0.0133698776656194 0 0.0169721656483367 0.124895920066611 0.00674854906195168 0 0.00634840020314881 0.0126847212532505 0.0159235668789809 0.0132397722759169 0.0274536719286205 0 0 0 0.0348165169556438 0
"dicen" 0.0158002844051193 0.0267397553312387 0.0216052716862915 0.00848608282416836 0.0277546489036914 0.020245647185855 0.0241094569344826 0.0571356018283393 0.0443965243863766 0.00796178343949045 0 0 0 0.0108554059921841 0 0 0.00957029380801991
"escucha" 0.0237004266076789 0.020054816498429 0 0 0 0.020245647185855 0.0421915496353445 0.0253936008125952 0.0253694425065009 0 0.00661988613795843 0 0 0.0217108119843682 0.0181768608561301 0.027853213564515 0.0574217628481194
"esté" 0.00790014220255965 0 0.0108026358431457 0.0169721656483367 0.00693866222592284 0.0337427453097584 0.0180820927008619 0.0126968004062976 0.0253694425065009 0.0159235668789809 0 0.0686341798215511 0 0.0217108119843682 0.0272652912841952 0.0139266067822575 0.0574217628481194
"presente" 0.00790014220255965 0.020054816498429 0.0108026358431457 0.00848608282416836 0.0138773244518457 0.020245647185855 0.0301368211681032 0 0.0126847212532505 0.0318471337579618 0.0264795445518337 0.0549073438572409 0 0.0434216239687364 0.0181768608561301 0.0139266067822575 0.00957029380801991
"quisiera" 0.0158002844051193 0 0.0216052716862915 0.0339443312966735 0.0346933111296142 0.020245647185855 0.0180820927008619 0.00634840020314881 0.00634236062662523 0.0159235668789809 0.0132397722759169 0.0137268359643102 0.0344392147859029 0.0434216239687364 0.0181768608561301 0.0139266067822575 0.0191405876160398
"riguroso" 0.0395007110127982 0.020054816498429 0 0.0254582484725051 0 0 0.00602736423362064 0 0.00634236062662523 0.0238853503184713 0.0661988613795843 0.0411805078929307 0.0229594765239353 0.0325662179765523 0.00908843042806507 0.0139266067822575 0.0191405876160398
"santo" 0 0.020054816498429 0 0.0169721656483367 0 0.00674854906195168 0.0301368211681032 0.0126968004062976 0.082450688146128 0 0.00661988613795843 0 0.0803581678337734 0.0217108119843682 0 0.0208899101733863 0
"viejo" 0.0553009954179175 0.0534795106624774 0.0864210867451658 0 0.00693866222592284 0 0.0120547284672413 0.00634840020314881 0 0 0.0132397722759169 0.0137268359643102 0.0229594765239353 0 0.00908843042806507 0.027853213564515 0.0191405876160398
"eterna" 0 0 0 0.00848608282416836 0.131834582292534 0.0134970981239034 0 0 0.0317118031331262 0.0238853503184713 0.0132397722759169 0.0137268359643102 0 0.0217108119843682 0.0181768608561301 0 0.00957029380801991
"peso" 0.0158002844051193 0.020054816498429 0.0432105433725829 0.0594025797691785 0.0624479600333056 0 0.0180820927008619 0 0 0.0159235668789809 0.0132397722759169 0 0 0 0.0272652912841952 0.0208899101733863 0
"pobre" 0.0158002844051193 0.00668493883280968 0.0324079075294372 0.0169721656483367 0.00693866222592284 0.0472398434336618 0.0120547284672413 0.031742001015744 0.00634236062662523 0.0477707006369427 0.00661988613795843 0 0.0114797382619676 0.0108554059921841 0.0272652912841952 0.00696330339112875 0.00957029380801991
"premio" 0.0158002844051193 0 0.0108026358431457 0 0 0 0.0301368211681032 0.0253936008125952 0.0317118031331262 0.0636942675159236 0.0397193168277506 0.0137268359643102 0.0114797382619676 0 0 0.0348165169556438 0
"acaso" 0.0474008532153579 0.00668493883280968 0.0324079075294372 0 0 0.0472398434336618 0.0301368211681032 0.0190452006094464 0.0443965243863766 0 0 0 0 0 0.0363537217122603 0.00696330339112875 0
